Transaction_ID,Customer_ID,Invoice_Number,Transaction_Date,Invoice_Amount,Payment_Date,Discount_Applied,Refund_Issued,Transaction_Type,Anomaly_Tag
T102082,C5664,INV12082,2024-03-22,917.26,2024-04-11,109.72,66.05,Payment,Normal
T102083,C8826,INV12083,2024-12-01,522.07,2024-12-24,36.32,9.08,Payment,Normal
T102084,C5297,INV12084,2024-01-26,1753.64,2024-01-31,4.76,70.2,Payment,Normal
T102085,C8930,INV12085,2024-10-19,2794.4,2024-11-05,259.7,185.41,Payment,Normal
T102086,C8904,INV12086,2024-06-04,4197.83,2024-06-29,135.67,50.58,Payment,Normal
T102087,C2621,INV12087,2024-12-14,4272.53,2025-01-10,100.37,416.47,Payment,Normal
T102088,C7897,INV12088,2024-09-02,4228.44,2024-09-21,317.69,414.99,Payment,Normal
T102089,C4274,INV12089,2024-01-03,577.15,2024-02-01,26.24,36.84,Payment,Normal
T102090,C9365,INV12090,2024-02-11,1815.03,2024-02-12,252.75,11.91,Payment,Normal
T102091,C7421,INV12091,2024-01-24,2792.12,2024-02-20,247.47,182.25,Payment,Normal
T102092,C3815,INV12092,2024-06-27,1352.76,2024-07-27,73.98,114.13,Payment,Normal
T102093,C1235,INV12093,2024-12-23,1055.22,2025-01-22,130.88,59.37,Payment,Normal
T102094,C4279,INV12094,2024-04-05,3834.72,2024-04-29,410.47,79.57,Payment,Normal
T102095,C9781,INV12095,2024-04-02,2887.18,2024-04-12,375.79,124.76,Payment,Normal
T102096,C6347,INV12096,2024-04-01,4836.29,2024-04-10,328.06,69.06,Payment,Normal
T102097,C6518,INV12097,2024-10-01,2008.23,2024-10-19,286.69,64.21,Payment,Normal
T102098,C4543,INV12098,2024-07-10,4353.68,2024-07-21,575.5,152.46,Payment,Normal
T102099,C1650,INV12099,2024-05-25,507.96,2024-06-04,55.21,15.82,Payment,Normal
T102100,C1773,INV12100,2024-04-14,3936.33,2024-04-16,261.37,191.02,Payment,Normal
T102101,C6633,INV12101,2024-09-25,3911.76,2024-09-29,224.36,173.34,Payment,Normal
T102102,C1910,INV12102,2024-11-04,1943.33,2024-11-18,107.08,102.21,Payment,Normal
T102103,C1393,INV12103,2024-09-29,4063.12,2024-10-28,220.49,213.01,Payment,Normal
T102104,C7601,INV12104,2024-01-24,3386.56,2024-01-30,136.87,93.98,Payment,Normal
T102105,C4775,INV12105,2024-07-04,4673.72,2024-07-19,507.24,269.76,Payment,Normal
T102106,C8378,INV12106,2024-09-30,3273.83,2024-10-30,14.39,202.36,Payment,Normal
T102107,C8948,INV12107,2024-02-14,2596.59,2024-02-15,212.56,93.33,Payment,Normal
T102108,C8592,INV12108,2024-07-09,499.22,2024-07-25,14.48,47.46,Payment,Normal
T102109,C9185,INV12109,2024-09-10,2102.63,2024-10-09,147.19,11.08,Payment,Normal
T102110,C9933,INV12110,2024-04-08,284.07,2024-05-01,30.56,15.29,Payment,Normal
T102111,C4362,INV12111,2024-12-12,2592.66,2024-12-27,94.55,193.09,Payment,Normal
T102112,C1705,INV12112,2024-04-21,924.36,2024-04-24,26.34,42.59,Payment,Normal
T102113,C4904,INV12113,2024-08-14,1502.77,2024-08-24,55.78,96.96,Payment,Normal
T102114,C3841,INV12114,2024-09-18,3289.76,2024-10-08,406.87,137.42,Payment,Normal
T102115,C4941,INV12115,2024-09-29,458.12,2024-10-08,18.81,44.9,Payment,Normal
T102116,C3288,INV12116,2024-01-03,3021.67,2024-01-25,321.69,2.22,Payment,Normal
T102117,C5501,INV12117,2024-01-21,2639.21,2024-02-03,14.86,150.23,Payment,Normal
T102118,C4325,INV12118,2024-07-07,4611.78,2024-07-12,669.92,249.29,Payment,Normal
T102119,C8789,INV12119,2024-02-27,2345.2,2024-03-26,332.44,157.97,Payment,Normal
T102120,C6364,INV12120,2024-12-12,418.01,2024-12-27,29.2,10.04,Payment,Normal
T102121,C7286,INV12121,2024-12-29,2402.04,2025-01-12,164.11,139.83,Payment,Normal
T102122,C4704,INV12122,2024-03-13,1848.18,2024-04-06,45.54,93.1,Payment,Normal
T102123,C8717,INV12123,2024-08-30,4167.99,2024-09-27,415.14,141.03,Payment,Normal
T102124,C3882,INV12124,2024-06-14,4684.06,2024-07-01,640.93,98.06,Payment,Normal
T102125,C1096,INV12125,2024-11-16,293.15,2024-12-12,32.6,24.26,Payment,Normal
T102126,C3802,INV12126,2024-10-24,4842.54,2024-11-12,646.36,290.81,Payment,Normal
T102127,C4155,INV12127,2024-04-24,2697.26,2024-04-26,11.26,66.53,Payment,Normal
T102128,C9192,INV12128,2024-02-03,2352.11,2024-03-02,221.75,131.07,Payment,Normal
T102129,C7579,INV12129,2024-08-11,3738.92,2024-09-09,156.9,211.23,Payment,Normal
T102130,C7717,INV12130,2024-09-22,531.9,2024-10-14,33.0,39.9,Payment,Normal
T102131,C4887,INV12131,2024-12-18,3497.66,2024-12-23,519.74,97.2,Payment,Normal
T102132,C1494,INV12132,2024-12-27,2541.13,2025-01-25,125.61,111.96,Payment,Normal
T102133,C7855,INV12133,2024-03-07,4299.06,2024-04-04,441.22,379.37,Payment,Normal
T102134,C9790,INV12134,2024-01-10,1097.2,2024-01-30,143.74,6.56,Payment,Normal
T102135,C5587,INV12135,2024-09-26,4454.14,2024-09-26,219.86,140.12,Payment,Normal
T102136,C8782,INV12136,2024-03-29,2609.23,2024-04-08,368.17,12.47,Payment,Normal
T102137,C4822,INV12137,2024-06-20,1825.93,2024-06-22,234.61,72.32,Payment,Normal
T102138,C3001,INV12138,2024-03-10,1075.87,2024-04-06,68.55,41.48,Payment,Normal
T102139,C7138,INV12139,2024-03-14,4585.54,2024-03-23,524.08,231.62,Payment,Normal
T102140,C7477,INV12140,2024-07-21,4943.02,2024-07-25,344.98,28.79,Payment,Normal
T102141,C5870,INV12141,2024-07-23,1385.14,2024-08-18,90.6,21.73,Payment,Normal
T102142,C7088,INV12142,2024-02-08,4743.07,2024-02-18,545.58,127.25,Payment,Normal
T102143,C1782,INV12143,2024-05-12,2994.94,2024-05-30,324.1,281.91,Payment,Normal
T102144,C2172,INV12144,2024-05-12,4420.01,2024-05-15,341.57,342.4,Payment,Normal
T102145,C6161,INV12145,2024-07-31,2854.51,2024-08-07,236.65,32.75,Payment,Normal
T102146,C1282,INV12146,2024-05-04,718.07,2024-05-24,57.04,19.31,Payment,Normal
T102147,C8977,INV12147,2024-10-21,203.08,2024-11-17,22.02,0.66,Payment,Normal
T102148,C7486,INV12148,2024-02-09,3016.86,2024-02-10,244.0,292.28,Payment,Normal
T102149,C5844,INV12149,2024-11-27,2472.64,2024-12-16,23.59,136.41,Payment,Normal
T102150,C1940,INV12150,2024-02-17,4221.37,2024-02-26,631.21,181.66,Payment,Normal
T102151,C4345,INV12151,2024-10-31,1669.46,2024-11-14,227.04,31.93,Payment,Normal
T102152,C2160,INV12152,2024-10-20,3115.6,2024-10-27,189.61,12.8,Payment,Normal
T102153,C8756,INV12153,2024-04-09,1801.71,2024-05-05,71.68,123.61,Payment,Normal
T102154,C5865,INV12154,2024-09-22,4749.07,2024-10-13,190.95,385.37,Payment,Normal
T102155,C4995,INV12155,2024-07-14,371.26,2024-07-19,29.97,2.62,Payment,Normal
T102156,C4166,INV12156,2024-05-31,4676.76,2024-05-31,537.61,307.71,Payment,Normal
T102157,C8879,INV12157,2024-05-30,4137.09,2024-05-30,401.83,400.86,Payment,Normal
T102158,C5495,INV12158,2024-09-10,3598.39,2024-09-30,499.09,186.08,Payment,Normal
T102159,C2156,INV12159,2024-10-29,673.62,2024-11-01,53.37,8.55,Payment,Normal
T102160,C4588,INV12160,2024-06-26,3003.22,2024-07-12,217.35,186.97,Payment,Normal
T102161,C1071,INV12161,2024-02-23,149.23,2024-03-20,4.36,7.33,Payment,Normal
T102162,C7539,INV12162,2024-10-27,4757.47,2024-11-13,273.75,201.89,Payment,Normal
T102163,C1739,INV12163,2024-12-16,3602.01,2025-01-11,326.23,107.67,Payment,Normal
T102164,C6444,INV12164,2024-06-05,2113.0,2024-06-20,69.0,204.12,Payment,Normal
T102165,C7867,INV12165,2024-09-28,740.11,2024-10-01,41.28,1.91,Payment,Normal
T102166,C5229,INV12166,2024-06-09,1186.72,2024-06-27,138.93,23.87,Payment,Normal
T102167,C4731,INV12167,2024-03-08,492.31,2024-03-15,35.04,0.49,Payment,Normal
T102168,C9665,INV12168,2024-03-17,515.35,2024-03-23,62.43,39.76,Payment,Normal
T102169,C1532,INV12169,2024-04-23,4584.18,2024-05-04,587.59,313.18,Payment,Normal
T102170,C7408,INV12170,2024-12-04,356.43,2024-12-08,41.85,30.14,Payment,Normal
T102171,C3319,INV12171,2024-02-28,4015.5,2024-02-29,306.27,93.52,Payment,Normal
T102172,C9569,INV12172,2024-06-15,4242.12,2024-06-26,462.71,416.05,Payment,Normal
T102173,C6274,INV12173,2024-12-13,862.89,2024-12-16,29.21,18.28,Payment,Normal
T102174,C7248,INV12174,2024-09-16,3983.44,2024-10-05,111.68,26.55,Payment,Normal
T102175,C5506,INV12175,2024-07-22,4992.95,2024-08-14,18.59,417.03,Payment,Normal
T102176,C7382,INV12176,2024-04-24,1890.3,2024-04-30,238.64,104.84,Payment,Normal
T102177,C7630,INV12177,2024-09-11,4517.99,2024-09-11,627.68,4.11,Payment,Normal
T102178,C6063,INV12178,2024-11-02,469.52,2024-11-08,17.63,31.43,Payment,Normal
T102179,C1655,INV12179,2024-05-03,4452.53,2024-05-06,307.19,270.26,Payment,Normal
T102180,C1949,INV12180,2024-10-17,1023.65,2024-10-18,123.6,99.02,Payment,Normal
T102181,C6725,INV12181,2024-05-10,1416.13,2024-05-31,105.11,12.2,Payment,Normal
T102182,C4935,INV12182,2024-09-15,2839.77,2024-10-04,214.17,41.02,Payment,Normal
T102183,C6840,INV12183,2024-10-03,2266.12,2024-10-06,113.57,118.25,Payment,Normal
T102184,C2785,INV12184,2024-06-26,2969.71,2024-07-11,3.78,226.0,Payment,Normal
T102185,C9349,INV12185,2024-12-24,3593.77,2025-01-03,197.45,19.02,Payment,Normal
T102186,C6101,INV12186,2024-07-08,3799.17,2024-07-22,544.33,91.24,Payment,Normal
T102187,C7583,INV12187,2024-01-31,1685.27,2024-02-28,46.47,97.23,Payment,Normal
T102188,C4692,INV12188,2024-01-07,858.72,2024-01-08,45.88,59.85,Payment,Normal
T102189,C9818,INV12189,2024-12-27,2844.57,2025-01-12,164.9,119.54,Payment,Normal
T102190,C3714,INV12190,2024-10-26,2854.34,2024-11-24,2.51,22.41,Payment,Normal
T102191,C4094,INV12191,2024-09-12,4418.16,2024-09-22,51.61,312.28,Payment,Normal
T102192,C5680,INV12192,2024-10-23,4608.19,2024-10-27,187.1,170.73,Payment,Normal
T102193,C5457,INV12193,2024-11-11,2887.71,2024-11-24,381.92,272.0,Payment,Normal
T102194,C1199,INV12194,2024-04-01,3723.86,2024-04-11,48.38,249.18,Payment,Normal
T102195,C7503,INV12195,2024-10-09,2110.49,2024-10-25,149.01,10.37,Payment,Normal
T102196,C7373,INV12196,2024-08-27,1036.2,2024-09-21,122.87,47.04,Payment,Normal
T102197,C9303,INV12197,2024-04-21,1578.14,2024-05-04,90.91,134.84,Payment,Normal
T102198,C1825,INV12198,2024-07-03,3770.1,2024-07-27,154.0,44.3,Payment,Normal
T102199,C3022,INV12199,2024-08-18,1334.79,2024-09-14,184.35,77.63,Payment,Normal
T102200,C5125,INV12200,2024-06-11,2714.05,2024-06-23,242.8,99.34,Payment,Normal
T102201,C7713,INV12201,2024-09-15,4054.82,2024-09-25,318.27,47.34,Payment,Normal
T102202,C5018,INV12202,2024-08-29,732.42,2024-09-21,58.98,68.6,Payment,Normal
T102203,C5505,INV12203,2024-01-08,1610.93,2024-01-15,210.12,123.09,Payment,Normal
T102204,C9313,INV12204,2024-06-24,1314.28,2024-06-29,7.16,13.39,Payment,Normal
T102205,C8617,INV12205,2024-11-01,3669.62,2024-11-03,109.91,136.24,Payment,Normal
T102206,C4385,INV12206,2024-09-02,2558.33,2024-09-29,278.4,28.97,Payment,Normal
T102207,C1572,INV12207,2024-02-25,2091.2,2024-03-15,152.16,113.1,Payment,Normal
T102208,C2452,INV12208,2024-10-14,4109.97,2024-11-03,105.84,332.02,Payment,Normal
T102209,C9107,INV12209,2024-05-07,3495.1,2024-05-13,291.42,244.49,Payment,Normal
T102210,C8299,INV12210,2024-05-31,2118.89,2024-06-16,43.99,141.07,Payment,Normal
T102211,C8938,INV12211,2024-10-10,2670.89,2024-10-13,256.15,90.28,Payment,Normal
T102212,C8069,INV12212,2024-11-11,4543.65,2024-11-13,400.32,38.8,Payment,Normal
T102213,C9729,INV12213,2024-12-01,2304.04,2024-12-08,261.4,182.97,Payment,Normal
T102214,C2057,INV12214,2024-06-23,2523.53,2024-07-23,338.69,67.55,Payment,Normal
T102215,C4796,INV12215,2024-12-28,2111.93,2025-01-22,284.67,189.28,Payment,Normal
T102216,C3107,INV12216,2024-02-24,3459.99,2024-03-21,445.81,30.72,Payment,Normal
T102217,C8814,INV12217,2024-05-22,4338.48,2024-06-18,208.65,77.37,Payment,Normal
T102218,C1301,INV12218,2024-07-13,1272.91,2024-08-10,79.81,31.97,Payment,Normal
T102219,C4320,INV12219,2024-02-27,1670.78,2024-03-28,33.83,49.48,Payment,Normal
T102220,C7476,INV12220,2024-01-06,2904.19,2024-02-04,192.48,100.69,Payment,Normal
T102221,C3388,INV12221,2024-08-23,3757.62,2024-08-26,503.62,284.37,Payment,Normal
T102222,C9953,INV12222,2024-01-18,1726.8,2024-02-07,192.83,26.24,Payment,Normal
T102223,C2054,INV12223,2024-08-16,738.56,2024-09-15,38.29,59.65,Payment,Normal
T102224,C9620,INV12224,2024-04-04,1307.11,2024-05-04,12.4,17.22,Payment,Normal
T102225,C1222,INV12225,2024-08-28,4307.85,2024-08-30,409.54,109.08,Payment,Normal
T102226,C8295,INV12226,2024-11-06,2820.95,2024-12-05,223.24,184.9,Payment,Normal
T102227,C5934,INV12227,2024-08-14,1242.62,2024-08-29,161.12,38.44,Payment,Normal
T102228,C6873,INV12228,2024-09-17,3501.25,2024-10-08,8.47,130.48,Payment,Normal
T102229,C5439,INV12229,2024-04-01,1823.38,2024-05-01,148.65,13.26,Payment,Normal
T102230,C9239,INV12230,2024-06-09,3971.64,2024-07-09,129.74,268.9,Payment,Normal
T102231,C3012,INV12231,2024-06-12,4035.74,2024-06-29,340.14,299.0,Payment,Normal
T102232,C7642,INV12232,2024-04-28,3343.12,2024-05-08,178.29,270.41,Payment,Normal
T102233,C7052,INV12233,2024-01-16,1544.04,2024-01-22,132.3,115.09,Payment,Normal
T102234,C8588,INV12234,2024-06-27,1956.88,2024-07-18,88.87,89.89,Payment,Normal
T102235,C8271,INV12235,2024-08-07,4108.02,2024-08-26,573.02,223.92,Payment,Normal
T102236,C9051,INV12236,2024-05-17,3341.18,2024-06-09,452.7,32.93,Payment,Normal
T102237,C1040,INV12237,2024-03-27,1237.19,2024-04-17,131.56,101.91,Payment,Normal
T102238,C1028,INV12238,2024-12-23,4299.44,2025-01-02,267.71,38.41,Payment,Normal
T102239,C7090,INV12239,2024-12-27,2245.13,2025-01-05,77.7,65.38,Payment,Normal
T102240,C1507,INV12240,2024-03-20,3884.11,2024-04-19,44.0,321.44,Payment,Normal
T102241,C7895,INV12241,2024-07-06,2195.58,2024-07-25,196.31,19.68,Payment,Normal
T102242,C5554,INV12242,2024-12-18,1753.06,2024-12-19,23.59,168.56,Payment,Normal
T102243,C2622,INV12243,2024-02-05,4055.58,2024-02-24,279.61,90.68,Payment,Normal
T102244,C6553,INV12244,2024-11-28,4673.93,2024-12-15,241.59,75.24,Payment,Normal
T102245,C7979,INV12245,2024-12-02,2859.51,2024-12-21,404.81,1.1,Payment,Normal
T102246,C5302,INV12246,2024-12-22,1266.81,2024-12-25,178.33,21.67,Payment,Normal
T102247,C4208,INV12247,2024-12-27,654.89,2025-01-03,56.01,56.44,Payment,Normal
T102248,C6091,INV12248,2024-02-27,2437.84,2024-03-12,363.69,165.57,Payment,Normal
T102249,C9153,INV12249,2024-02-10,462.97,2024-02-23,68.95,18.88,Payment,Normal
T102250,C6184,INV12250,2024-01-18,1508.27,2024-01-24,126.21,45.9,Payment,Normal
T102251,C9148,INV12251,2024-03-25,523.64,2024-04-17,0.11,23.54,Payment,Normal
T102252,C5195,INV12252,2024-10-05,4200.63,2024-10-05,360.61,419.73,Payment,Normal
T102253,C9941,INV12253,2024-11-19,1505.55,2024-12-18,63.34,24.05,Payment,Normal
T102254,C6351,INV12254,2024-10-25,903.91,2024-11-02,38.67,71.67,Payment,Normal
T102255,C5889,INV12255,2024-09-26,4538.21,2024-10-13,663.77,105.42,Payment,Normal
T102256,C7208,INV12256,2024-12-06,4418.36,2024-12-19,217.55,49.86,Payment,Normal
T102257,C6716,INV12257,2024-05-05,4363.12,2024-05-07,416.31,71.87,Payment,Normal
T102258,C6605,INV12258,2024-11-17,2206.17,2024-12-04,95.06,162.55,Payment,Normal
T102259,C2455,INV12259,2024-01-20,2321.74,2024-02-08,344.53,12.71,Payment,Normal
T102260,C8102,INV12260,2024-10-29,1839.57,2024-11-03,132.97,92.55,Payment,Normal
T102261,C4726,INV12261,2024-05-11,1648.09,2024-05-12,180.28,144.17,Payment,Normal
T102262,C2459,INV12262,2024-04-07,4699.72,2024-04-22,567.56,399.75,Payment,Normal
T102263,C7067,INV12263,2024-12-13,2797.67,2024-12-29,346.58,84.91,Payment,Normal
T102264,C8782,INV12264,2024-09-07,2052.55,2024-09-30,97.57,95.93,Payment,Normal
T102265,C5563,INV12265,2024-05-08,1499.34,2024-06-02,216.27,46.91,Payment,Normal
T102266,C8844,INV12266,2024-02-10,580.42,2024-03-11,45.87,3.31,Payment,Normal
T102267,C9915,INV12267,2024-10-12,641.66,2024-10-27,21.12,29.8,Payment,Normal
T102268,C2410,INV12268,2024-11-08,2222.93,2024-11-09,266.65,164.38,Payment,Normal
T102269,C5442,INV12269,2024-12-31,2188.96,2025-01-19,109.57,69.27,Payment,Normal
T102270,C5657,INV12270,2024-03-30,3892.58,2024-04-13,30.4,4.99,Payment,Normal
T102271,C7052,INV12271,2024-08-15,3998.17,2024-08-16,286.16,52.33,Payment,Normal
T102272,C4314,INV12272,2024-07-15,1254.27,2024-08-14,175.44,107.8,Payment,Normal
T102273,C9598,INV12273,2024-03-30,3577.95,2024-04-15,258.81,186.17,Payment,Normal
T102274,C1140,INV12274,2024-07-09,4878.7,2024-07-24,706.76,105.02,Payment,Normal
T102275,C1534,INV12275,2024-09-05,4074.41,2024-09-23,120.55,87.0,Payment,Normal
T102276,C3506,INV12276,2024-04-03,3412.86,2024-04-14,207.33,317.92,Payment,Normal
T102277,C8157,INV12277,2024-11-09,536.15,2024-11-21,41.14,49.25,Payment,Normal
T102278,C4850,INV12278,2024-03-11,4530.16,2024-03-19,106.37,166.09,Payment,Normal
T102279,C5408,INV12279,2024-12-19,3133.69,2025-01-07,74.92,303.35,Payment,Normal
T102280,C1555,INV12280,2024-03-27,4582.27,2024-04-14,114.75,55.52,Payment,Normal
T102281,C4015,INV12281,2024-09-07,518.5,2024-09-13,70.73,10.04,Payment,Normal
T102282,C7923,INV12282,2024-12-25,2139.8,2025-01-16,144.07,128.18,Payment,Normal
T102283,C9484,INV12283,2024-03-12,451.5,2024-03-15,15.36,42.06,Payment,Normal
T102284,C6643,INV12284,2024-10-27,4551.21,2024-11-15,533.37,8.83,Payment,Normal
T102285,C1844,INV12285,2024-10-29,1702.33,2024-11-06,160.35,46.85,Payment,Normal
T102286,C1326,INV12286,2024-07-10,4556.97,2024-07-25,433.29,32.77,Payment,Normal
T102287,C4677,INV12287,2024-12-07,4554.13,2025-01-04,654.27,35.39,Payment,Normal
T102288,C8012,INV12288,2024-01-18,2708.57,2024-01-20,123.25,106.4,Payment,Normal
T102289,C1020,INV12289,2024-05-05,980.29,2024-05-23,85.0,93.91,Payment,Normal
T102290,C3218,INV12290,2024-10-11,2565.06,2024-10-17,31.9,159.03,Payment,Normal
T102291,C5730,INV12291,2024-06-08,1767.09,2024-06-11,226.87,76.81,Payment,Normal
T102292,C7156,INV12292,2024-08-28,1044.91,2024-09-01,29.95,80.33,Payment,Normal
T102293,C4112,INV12293,2024-02-16,1401.38,2024-03-01,161.28,28.85,Payment,Normal
T102294,C5591,INV12294,2024-05-01,1676.26,2024-05-21,117.04,158.1,Payment,Normal
T102295,C8670,INV12295,2024-05-17,4665.48,2024-05-22,144.77,167.13,Payment,Normal
T102296,C9987,INV12296,2024-10-09,832.06,2024-10-14,63.65,38.32,Payment,Normal
T102297,C3710,INV12297,2024-08-16,4513.72,2024-08-26,629.67,173.13,Payment,Normal
T102298,C9338,INV12298,2024-09-15,2509.52,2024-10-03,337.37,202.44,Payment,Normal
T102299,C3911,INV12299,2024-02-13,117.92,2024-03-02,5.66,4.97,Payment,Normal
T102300,C1101,INV12300,2024-02-16,1225.61,2024-03-03,36.69,4.63,Payment,Normal
T102301,C4820,INV12301,2024-11-15,3252.51,2024-12-04,128.07,17.03,Payment,Normal
T102302,C5622,INV12302,2024-04-28,1231.8,2024-05-10,148.17,104.89,Payment,Normal
T102303,C2646,INV12303,2024-06-11,2467.02,2024-06-20,153.97,241.24,Payment,Normal
T102304,C2425,INV12304,2024-07-13,1082.77,2024-07-22,34.98,31.6,Payment,Normal
T102305,C6361,INV12305,2024-10-27,946.51,2024-11-05,53.86,86.21,Payment,Normal
T102306,C9860,INV12306,2024-06-11,3115.2,2024-06-18,192.49,291.09,Payment,Normal
T102307,C4876,INV12307,2024-10-16,337.47,2024-10-25,10.64,19.1,Payment,Normal
T102308,C2063,INV12308,2024-06-10,3116.21,2024-07-07,18.49,125.6,Payment,Normal
T102309,C9154,INV12309,2024-03-30,3280.85,2024-04-01,343.54,209.36,Payment,Normal
T102310,C2244,INV12310,2024-10-19,1670.76,2024-10-27,23.44,71.36,Payment,Normal
T102311,C8236,INV12311,2024-05-25,730.9,2024-06-01,103.89,34.73,Payment,Normal
T102312,C3929,INV12312,2024-02-24,1654.57,2024-03-05,190.19,82.39,Payment,Normal
T102313,C5953,INV12313,2024-06-02,1619.17,2024-06-30,197.21,140.41,Payment,Normal
T102314,C3382,INV12314,2024-04-29,3397.74,2024-05-05,23.94,192.42,Payment,Normal
T102315,C6608,INV12315,2024-01-10,3840.15,2024-01-23,78.63,87.81,Payment,Normal
T102316,C5272,INV12316,2024-02-29,4424.23,2024-03-24,13.35,333.02,Payment,Normal
T102317,C5729,INV12317,2024-04-09,2421.49,2024-04-23,162.28,1.72,Payment,Normal
T102318,C2222,INV12318,2024-07-27,4115.05,2024-08-04,222.1,222.53,Payment,Normal
T102319,C1986,INV12319,2024-09-15,3418.77,2024-09-24,360.32,326.83,Payment,Normal
T102320,C4388,INV12320,2024-06-01,2703.57,2024-06-01,162.1,257.84,Payment,Normal
T102321,C2506,INV12321,2024-05-04,3246.34,2024-05-24,145.18,41.05,Payment,Normal
T102322,C5881,INV12322,2024-07-20,4228.52,2024-07-24,229.72,279.28,Payment,Normal
T102323,C2964,INV12323,2024-02-13,2407.0,2024-03-12,71.82,144.83,Payment,Normal
T102324,C4605,INV12324,2024-01-26,397.35,2024-02-11,24.64,21.72,Payment,Normal
T102325,C9273,INV12325,2024-04-05,2236.63,2024-04-26,251.18,185.18,Payment,Normal
T102326,C9920,INV12326,2024-04-16,3879.09,2024-05-01,22.58,75.3,Payment,Normal
T102327,C6898,INV12327,2024-12-09,2729.38,2025-01-01,382.72,227.89,Payment,Normal
T102328,C3996,INV12328,2024-09-10,4228.42,2024-10-01,192.31,181.59,Payment,Normal
T102329,C6557,INV12329,2024-06-19,2406.46,2024-07-18,56.81,7.48,Payment,Normal
T102330,C2242,INV12330,2024-10-31,4739.82,2024-11-17,171.14,113.73,Payment,Normal
T102331,C9109,INV12331,2024-02-14,508.56,2024-02-18,70.83,29.48,Payment,Normal
T102332,C8699,INV12332,2024-05-18,3368.48,2024-06-03,460.59,116.42,Payment,Normal
T102333,C9147,INV12333,2024-09-02,3145.39,2024-09-06,18.31,58.75,Payment,Normal
T102334,C8722,INV12334,2024-02-11,4173.1,2024-02-23,479.97,146.33,Payment,Normal
T102335,C3959,INV12335,2024-10-17,1946.37,2024-11-12,155.77,0.05,Payment,Normal
T102336,C4823,INV12336,2024-02-24,1282.1,2024-03-23,40.05,32.11,Payment,Normal
T102337,C5821,INV12337,2024-02-25,4048.94,2024-03-16,169.86,77.55,Payment,Normal
T102338,C8749,INV12338,2024-12-10,2570.89,2024-12-20,333.82,62.05,Payment,Normal
T102339,C4956,INV12339,2024-09-10,484.83,2024-10-08,25.92,36.25,Payment,Normal
T102340,C5813,INV12340,2024-02-12,2798.38,2024-02-25,342.85,268.53,Payment,Normal
T102341,C1738,INV12341,2024-01-18,3984.05,2024-01-21,360.84,196.55,Payment,Normal
T102342,C4183,INV12342,2024-02-17,296.34,2024-03-13,43.75,11.36,Payment,Normal
T102343,C8941,INV12343,2024-07-29,845.92,2024-08-10,84.6,24.05,Payment,Normal
T102344,C7957,INV12344,2024-03-17,2970.31,2024-03-19,261.43,132.4,Payment,Normal
T102345,C1934,INV12345,2024-05-17,4196.98,2024-06-09,166.81,188.29,Payment,Normal
T102346,C6979,INV12346,2024-05-17,2734.69,2024-06-15,272.22,214.39,Payment,Normal
T102347,C4784,INV12347,2024-08-10,2034.56,2024-08-13,197.16,30.64,Payment,Normal
T102348,C2406,INV12348,2024-01-27,4669.98,2024-01-31,268.33,340.69,Payment,Normal
T102349,C5699,INV12349,2024-10-23,199.67,2024-10-26,6.15,9.73,Payment,Normal
T102350,C8734,INV12350,2024-11-28,4403.44,2024-12-27,348.26,409.46,Payment,Normal
T102351,C9914,INV12351,2024-03-02,2470.6,2024-03-11,181.76,29.58,Payment,Normal
T102352,C1073,INV12352,2024-09-07,4033.02,2024-09-09,149.4,362.82,Payment,Normal
T102353,C9322,INV12353,2024-08-22,4563.04,2024-09-10,645.65,237.38,Payment,Normal
T102354,C2025,INV12354,2024-03-02,3417.76,2024-03-30,399.12,44.78,Payment,Normal
T102355,C9793,INV12355,2024-03-14,3044.69,2024-03-21,15.66,151.49,Payment,Normal
T102356,C2672,INV12356,2024-05-22,858.73,2024-05-24,23.56,31.35,Payment,Normal
T102357,C7950,INV12357,2024-08-15,2218.94,2024-08-29,207.42,16.52,Payment,Normal
T102358,C2035,INV12358,2024-10-26,2568.09,2024-10-30,70.35,147.4,Payment,Normal
T102359,C6151,INV12359,2024-06-27,3223.28,2024-07-13,269.16,237.97,Payment,Normal
T102360,C6495,INV12360,2024-10-16,1744.49,2024-11-04,200.21,75.5,Payment,Normal
T102361,C1585,INV12361,2024-01-25,2472.5,2024-02-13,240.36,4.54,Payment,Normal
T102362,C9136,INV12362,2024-02-17,3304.57,2024-03-12,306.62,102.39,Payment,Normal
T102363,C4215,INV12363,2024-08-26,520.39,2024-09-13,7.1,48.04,Payment,Normal
T102364,C2668,INV12364,2024-02-04,3477.47,2024-02-14,66.3,124.05,Payment,Normal
T102365,C7968,INV12365,2024-04-19,3003.17,2024-05-04,376.4,13.11,Payment,Normal
T102366,C3019,INV12366,2024-05-23,1259.5,2024-06-10,168.1,1.15,Payment,Normal
T102367,C3859,INV12367,2024-05-29,1086.86,2024-06-08,156.35,66.67,Payment,Normal
T102368,C9905,INV12368,2024-07-29,1382.19,2024-08-20,13.89,3.9,Payment,Normal
T102369,C2703,INV12369,2024-03-15,1299.25,2024-03-26,171.79,54.04,Payment,Normal
T102370,C6478,INV12370,2024-10-25,3629.63,2024-11-19,499.96,148.1,Payment,Normal
T102371,C7694,INV12371,2024-01-24,1037.26,2024-02-15,80.46,94.19,Payment,Normal
